"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1460_at",-0.0543123656283482,10.3460654233437,-3.45146674341739,0.000611754737015545,0.0754045305344809,-0.525498376620678
"92906_at",0.081671861326768,6.79839860044528,3.44988871904004,0.000615245618355639,0.0755188361297448,-0.530567618641135
"154881_at",-0.0617061793522653,7.63181879858335,-3.44546308818214,0.000625135414047534,0.0759291813741274,-0.544772822508659
"11167_at",0.15282749456545,5.00419489100309,3.44533196170477,0.000625430688969577,0.0759291813741274,-0.545193444008442
"2153_at",0.144113696661317,6.89796065591518,3.44493692848623,0.000626321024946976,0.0759291813741274,-0.546460522038636
"54947_at",0.075120906878285,10.1761899615712,3.44223832012025,0.000632434939771194,0.0763561511914738,-0.555112697989551
"977_at",0.160617776521057,7.27186457006461,3.43630578706098,0.000646071951861586,0.0775171119088585,-0.574110837389867
"10123_at",-0.0923931572388661,8.75314040841645,-3.43577147693772,0.000647313538462921,0.0775171119088585,-0.575820373595837
"158401_at",0.097281271272357,4.06689929374543,3.43235079472017,0.000655315152751662,0.0779382089689725,-0.586758963778008
"81605_at",-0.0503779726188243,6.70242976142517,-3.43200835411232,0.000656121247303208,0.0779382089689725,-0.587853446549452
"100506119_at",0.0913399131342522,5.17584054682798,3.43028664727083,0.000660188130576956,0.0780175993578413,-0.593354671761881
"28661_at",-0.119492923047037,7.48770529135186,-3.42893977269246,0.000663385997739934,0.0780175993578413,-0.597656407991058
"9653_at",0.0875540349350523,6.2448476850307,3.42837357268525,0.000664734629105474,0.0780175993578413,-0.599464297910846
"2275_at",-0.14018205017046,7.96732542143838,-3.42703477398184,0.000667933694419156,0.078081978983706,-0.603737991040436
"54474_at",0.0743127571637175,3.42941149608549,3.42107742913717,0.000682343721286737,0.0793725410106295,-0.622735803858028
"105369512_at",0.115188939292862,4.29571915308941,3.42012088199036,0.000684684322898525,0.0793725410106295,-0.625783295334556
"29090_at",-0.0623001870554811,5.38881689710856,-3.41884630956067,0.000687814747481326,0.0793725410106295,-0.629842740673528
"26094_at",-0.0737160442420783,5.44911988566529,-3.41633342456221,0.000694025680124971,0.0793725410106295,-0.637841954509384
"79056_at",0.164233130507014,7.10241421385035,3.41625556080953,0.000694218963700329,0.0793725410106295,-0.638089727714001
"84440_at",0.0657610539840284,7.27193379316285,3.41588498817682,0.000695139535650987,0.0793725410106295,-0.639268867776
"10114_at",0.055406629709054,9.39677934163997,3.41416854876921,0.000699418360491743,0.0793896401008064,-0.644728898108275
"124961_at",-0.0699989587843925,6.53537367202485,-3.41366466282566,0.000700679127811863,0.0793896401008064,-0.646331277267387
"253260_at",0.0811508045641977,9.704217413976,3.4079237397119,0.000715193827118425,0.0807237354524202,-0.664571869416863
"3268_at",-0.0681913780569471,7.22059976498386,-3.40662859706684,0.000718506842661203,0.0807881415189175,-0.668682901824012
"2773_at",0.0757416609046474,8.11778358332367,3.40380715430317,0.000725773776673311,0.0812949417757379,-0.677633587280656
"2856_at",-0.152441470826466,3.60903604824331,-3.40263675653832,0.000728808320975328,0.0813256224530765,-0.681344473643794
"4199_at",0.100569192092061,4.24911163225918,3.40081817075276,0.000733546925747807,0.0815455052286968,-0.687108122251303
"85395_at",-0.0727840320567225,5.83928791395506,-3.39625364209309,0.000745567294609853,0.0825701764357581,-0.701561652774301
"26012_at",-0.0713211166674269,7.200126825745,-3.39453646907465,0.000750136676907389,0.0827650800187819,-0.706994307541811
"51241_at",-0.121284154561817,7.12229958827151,-3.39174356723579,0.000757624339249807,0.0828268233757216,-0.715824713763712
"22806_at",-0.0967537345019497,8.98333983210833,-3.39139109541898,0.000758574235873647,0.0828268233757216,-0.716938646249853
"55658_at",-0.0587254651752667,7.66592502872972,-3.38970001607592,0.000763147075959272,0.0828268233757216,-0.722281516281728
"729176_at",0.0681674482819687,3.36864559953535,3.38784332757117,0.000768197309995069,0.0828268233757216,-0.728144714378885
"22803_at",0.0696020337787716,8.07458062799612,3.38615395599393,0.00077281947407246,0.0828268233757216,-0.733476903874554
"5048_at",0.0588572304982611,7.7444046993451,3.38442875554247,0.000777566394125679,0.0828268233757216,-0.738919582437684
"23670_at",0.062510845996264,7.91472544247455,3.38436445325303,0.000777743846946003,0.0828268233757216,-0.739122393149146
"64976_at",-0.0703054338707887,5.81248584151373,-3.38386770069708,0.000779115989805428,0.0828268233757216,-0.740689037745244
"254359_at",-0.048815255338983,6.84328239396742,-3.38378361682952,0.00077934847148058,0.0828268233757216,-0.740954197599442
"65264_at",-0.0497246949630208,8.42675742150142,-3.3834579756003,0.000780249439742422,0.0828268233757216,-0.741981053698377
"105373514_at",0.0916862129281719,3.45865733215271,3.38262560585214,0.000782556810928263,0.0828268233757216,-0.744605369717864
"105374883_at",0.0670224471307303,4.68935318807786,3.38175666163717,0.000784972347774532,0.0828268233757216,-0.747344346485692
"57659_at",-0.0469519424553368,7.12128495549442,-3.38094065762193,0.000787247039790965,0.0828268233757216,-0.74991584526678
"4217_at",0.0689968829873213,8.30256764182063,3.37583387691394,0.000801622707760334,0.0839333037517818,-0.765995657326993
"10745_at",0.0970262661759598,5.93587983808681,3.3747442858305,0.00080472139798714,0.0839333037517818,-0.769423493267523
"376412_at",-0.119998572040529,5.68930851148028,-3.37349463560787,0.000808289010570546,0.0839333037517818,-0.77335358266264
"3587_at",-0.0919203966636052,10.3317797153228,-3.37279117705909,0.000810303779437579,0.0839333037517818,-0.775565319371057
"101060684_at",0.129121848783966,8.03254465916185,3.37110527525695,0.000815151401817728,0.0839333037517818,-0.78086416786637
"54440_at",-0.0515507881778411,9.38798629110476,-3.37048432880362,0.000816943657670717,0.0839333037517818,-0.782815192124961
"474344_at",-0.0690272647444875,8.10456793787734,-3.3699639511078,0.000818448463806293,0.0839333037517818,-0.784449965499527
"221120_at",-0.0605548900509944,6.43668574870008,-3.36852613512717,0.000822619705025325,0.0839333037517818,-0.788965640531641
"331_at",0.0531751162317353,6.47680621133838,3.36767433917645,0.000825100172570449,0.0839333037517818,-0.791639971562381
"85446_at",0.066141404297235,5.16666558516998,3.36727844281171,0.000826255408806026,0.0839333037517818,-0.792882724824542
"101928635_at",0.172138696944615,5.31249228999319,3.36601624327569,0.000829948601304498,0.084018748611097,-0.7968439554876
"101929626_at",0.0899079029392489,2.71595489373799,3.36420721151693,0.000835268623912605,0.084267734218635,-0.802518887116905
"56910_at",-0.0680776843215468,8.48950135095821,-3.36316575556344,0.000838345729401811,0.0842895114076722,-0.805784623168113
"170384_at",-0.0772239732212626,7.66956150846721,-3.36184903367395,0.000842251243582244,0.0843941475669705,-0.809912150861901
"3691_at",0.118060855514409,5.75223855072512,3.35075998018639,0.000875820563756796,0.0874603321617337,-0.844612248070836
"6355_at",0.082941826698027,2.78839523424145,3.34845585617528,0.000882950107069387,0.087625144789381,-0.851808729010608
"6974_at",-0.221527504264508,6.33676086728068,-3.34763474546688,0.000885503852706095,0.087625144789381,-0.854372173961639
"91304_at",-0.0572417666371198,9.85126366921335,-3.34734891839835,0.000886394417571388,0.087625144789381,-0.85526436444774
"56052_at",-0.0559914073483383,6.508104664287,-3.34465832610186,0.000894818551094261,0.0881620725641667,-0.863659333377704
"6141_at",-0.0766009370844987,11.4799155130562,-3.34206942351411,0.000902994540300076,0.0883964907257548,-0.871730977931638
"8807_at",0.232966733557936,8.58739712601896,3.3415265746265,0.000904717693891423,0.0883964907257548,-0.873422713276665
"642987_at",-0.0786097289560888,2.73159794267004,-3.34106042898383,0.000906199809877388,0.0883964907257548,-0.87487520258951
"6671_at",-0.0602140761876802,7.68219279624883,-3.33938896222717,0.000911532843607822,0.0884480238871039,-0.880081840161553
"100500826_at",0.098702729178286,5.58821960455911,3.33844234757023,0.000914566071731107,0.0884480238871039,-0.883029459858111
"100130231_at",-0.120994091744669,10.3572708143413,-3.33726900981512,0.000918338812927941,0.0884480238871039,-0.886681962548046
"165631_at",-0.107443946264034,8.52384400357673,-3.3371452016388,0.000918737747698625,0.0884480238871039,-0.887067296090613
"51676_at",-0.0847479792998245,4.98943459785274,-3.32788551709312,0.000949035159150068,0.0909266133043241,-0.915848194882915
"33_at",0.0961598232315626,3.1770446043498,3.32739770315323,0.000950656739798765,0.0909266133043241,-0.917362312638065
"23063_at",0.0493494554422423,7.67358025145051,3.32391077867601,0.000962323109871452,0.0917445841220166,-0.928179190493073
"51054_at",-0.0582713661802873,6.22294210279066,-3.32031981005243,0.000974476546055244,0.0923550840004635,-0.939307582901733
"54502_at",0.07192856976063,8.72451202633195,3.31950799747323,0.000977243775447472,0.0923550840004635,-0.941821804382792
"22849_at",0.0558341829174009,5.59290906626592,3.31912312718513,0.000978558234393673,0.0923550840004635,-0.943013561862404
"340277_at",-0.135446404361238,4.06870772636289,-3.31833155228932,0.000981266889308703,0.0923550840004635,-0.945464275119707
"10746_at",0.0796158707495443,8.73415862338957,3.31436561750851,0.000994942938222246,0.0925891324503642,-0.957734446860815
"5339_at",0.0539775659086213,7.00229369449976,3.31292426750957,0.000999956978596054,0.0925891324503642,-0.962190378165498
"1871_at",0.0759124534609057,6.43127481518267,3.31283623398899,0.00100026398111311,0.0925891324503642,-0.962462474070128
"101927700_at",0.11275104068994,2.69505179519522,3.31172083034275,0.00100416135916733,0.0925891324503642,-0.965909393603789
"28972_at",-0.0755102146816714,8.43167549360279,-3.3117170795919,0.001004174488585,0.0925891324503642,-0.965920982649651
"100505538_at",-0.119143843899643,4.51894354411939,-3.31123821033838,0.00100585206989467,0.0925891324503642,-0.967400487493103
"3594_at",-0.0586318174952035,7.25567936341481,-3.31092588577387,0.00100694761180632,0.0925891324503642,-0.968365329826383
"79831_at",-0.0504408157126877,6.24632970816607,-3.31037077772354,0.00100889750217478,0.0925891324503642,-0.970079972984152
"114026_at",-0.0696384788469491,2.95550163346524,-3.30935780392131,0.00101246474872273,0.0926279473062824,-0.973208189712444
"7417_at",-0.0491783006106304,6.29203923965553,-3.30798562166929,0.00101731565383871,0.092783597047785,-0.977444247792881
"1737_at",-0.0457818948232642,6.23187309319185,-3.30570146741821,0.00102543843928971,0.0930547717290038,-0.98449195347542
"105369689_at",0.0913128810940041,3.57196240793304,3.30260756232917,0.00103653688262424,0.0930547717290038,-0.99403075975393
"1102_at",0.0725702952484973,7.36400951395585,3.30238107200678,0.00103735371354999,0.0930547717290038,-0.994728718154204
"738_at",-0.0620851752205928,7.59028086986817,-3.30160459894863,0.00104015858081493,0.0930547717290038,-0.997121172633784
"102724064_at",-0.0886206167983501,5.17970652885755,-3.30101028572398,0.00104231018481477,0.0930547717290038,-0.998951998824877
"105374973_at",-0.0618384948609363,2.31841370014191,-3.30068165336459,0.00104350171269526,0.0930547717290038,-0.999964240986272
"79640_at",-0.0536721972206432,5.61806745716424,-3.30047814308657,0.00104424021730209,0.0930547717290038,-1.00059103842965
"1113_at",0.070552547242344,5.64740736252828,3.30011499320508,0.00104555923291016,0.0930547717290038,-1.00170942356989
"1938_at",-0.0660901665014466,11.3188000382044,-3.2974181150987,0.00105540321171572,0.0936338659456524,-1.01001128811327
"286144_at",0.112920798443281,5.51038111617515,3.29659554080456,0.00105842280321471,0.0936338659456524,-1.01254215606102
"28711_at",-0.134927954907387,8.18627607072035,-3.29546953658855,0.00106256926170553,0.0937192451514469,-1.01600563476675
"2811_at",0.141294605904811,6.41840105458285,3.29232243538259,0.00107423842255345,0.093929120221617,-1.02567985279661
"3384_at",-0.0646369182064147,8.66496265753464,-3.29207118406503,0.00107517514793031,0.093929120221617,-1.02645182339764
"134111_at",0.068611616587057,4.22872860797144,3.29070836883081,0.00108026927347356,0.093929120221617,-1.03063810369117
"90075_at",-0.111573340106644,4.05688889577698,-3.29000208664512,0.00108291812026032,0.093929120221617,-1.03280700578508
"85315_at",-0.0685543362247385,6.76790449759919,-3.28943177018304,0.00108506143771953,0.093929120221617,-1.03455805197568
"28516_at",-0.230000892748462,4.44471814106325,-3.28889006664544,0.00108710086940453,0.093929120221617,-1.03622098081609
"9093_at",-0.0446273855523299,6.50282140803673,-3.2886219676346,0.00108811153701173,0.093929120221617,-1.03704389858299
"8225_at",-0.0487532533034035,6.49722328980777,-3.28763334552628,0.00109184594144454,0.093929120221617,-1.04007787882267
"63979_at",-0.0971867431375013,4.34216414481586,-3.28640334329258,0.00109650873519987,0.093929120221617,-1.04385142074867
"323_at",0.144587107532576,4.19186727484233,3.28576938999798,0.00109891918741674,0.093929120221617,-1.0457958117267
"7551_at",-0.0472018821018366,6.04110004699664,-3.28518983131118,0.00110112711885563,0.093929120221617,-1.04757305794054
"51582_at",0.0628840463015711,7.67459288397602,3.28464397614486,0.00110321041436164,0.093929120221617,-1.0492466783444
"923_at",-0.0985145156746395,8.52055377212373,-3.2835343367521,0.00110745671187789,0.0940189258651607,-1.0526480764414
"114034_at",-0.0360254832394598,6.40623584515333,-3.28174999644345,0.0011143167237729,0.0943294723150164,-1.05811535900403
"5793_at",-0.0589773656662292,3.06348784794379,-3.28052483762551,0.00111904973190572,0.094349071133533,-1.06186765517598
"4363_at",-0.0560403295004789,7.61413798322449,-3.28003334438003,0.0011209536948551,0.094349071133533,-1.06337257845009
"116143_at",-0.0581586544465563,5.75558051784193,-3.27812523109576,0.00112837392536,0.0944636908844249,-1.06921307885496
"80258_at",0.0869424121250912,5.24733439107345,3.27803428897446,0.00112872871418981,0.0944636908844249,-1.06949136092542
"3207_at",0.0781127942170664,4.20553820314394,3.2757247828881,0.00113777345476551,0.0949060570321275,-1.07655597089576
"1105_at",0.0918713395247604,7.89942934404078,3.27246497107072,0.00115065433860692,0.0949060570321275,-1.08651944697517
"51596_at",-0.0567908526832337,7.30116749155218,-3.27214893607624,0.00115191029054703,0.0949060570321275,-1.08748489337932
"84916_at",-0.0561365407401522,7.58404099505369,-3.27205473421559,0.00115228490324169,0.0949060570321275,-1.08777265085334
"79961_at",-0.0921653648530351,9.7836273311334,-3.27145825598396,0.00115465954312725,0.0949060570321275,-1.08959452420296
"105375845_at",0.0646879687035915,4.25838504473706,3.27122615773197,0.00115558477558053,0.0949060570321275,-1.0903033560236
"51444_at",0.0754297545904549,6.80323004485458,3.27052970408719,0.00115836523498247,0.0949060570321275,-1.09243004994585
"3932_at",-0.085880859903241,8.71582171023325,-3.27008027560307,0.00116016278540286,0.0949060570321275,-1.09380219835968
"7465_at",-0.073339180924971,5.43007129510825,-3.26936993851872,0.00116300915131532,0.0949060570321275,-1.09597056047998
"8781_at",-0.30183825097434,3.24154300911338,-3.26794596063622,0.00116873463419864,0.0951098165438059,-1.10031602165593
"662_at",-0.0619591619425949,5.02353963234876,-3.26356580575959,0.00118651047404152,0.096290391335507,-1.11367138042566
"10645_at",0.0643365597724191,7.92057395638839,3.26239289997178,0.00119131280663927,0.0964145164032591,-1.1172447522702
"23032_at",0.0719804407250257,7.3160407495223,3.26022135284808,0.00120025156152093,0.096871810276288,-1.1238573602058
"54413_at",0.0604574565969313,5.88751740726324,3.25775304006547,0.00121048737337043,0.0973096931799472,-1.13136857184069
"5583_at",-0.102491046792107,9.60076071556663,-3.25661559196517,0.00121523142220917,0.0973096931799472,-1.13482806908552
"113419_at",-0.0427633323653723,8.7052173353307,-3.25572217033203,0.0012189697668025,0.0973096931799472,-1.13754456562483
"203427_at",-0.049367815406065,6.44815018602142,-3.25566904508978,0.00121919239416337,0.0973096931799472,-1.13770607346614
"56892_at",0.0480057443885097,2.7542608443049,3.25495386740706,0.00122219309808821,0.0973096931799472,-1.13988006541647
"28616_at",-0.181265251440208,7.51815166106762,-3.25108585986809,0.00123854123268483,0.0982763588739383,-1.15163013875475
"29960_at",-0.0580617283751329,6.57599441255474,-3.25050672118431,0.00124100633087019,0.0982763588739383,-1.15338827913164
"10838_at",-0.0583389596065754,6.63330087937507,-3.2484951491196,0.00124960393097475,0.0986919093903085,-1.15949266554277
"29777_at",-0.0475344005205863,6.59874695034304,-3.24765113001231,0.00125322773676653,0.0987134649663243,-1.16205288528079
"84272_at",0.0710665919911627,7.83444191710373,3.24575028338302,0.00126142472882552,0.0988500763067404,-1.16781653439566
"145474_at",0.122702399356685,5.84180151217267,3.24569285942594,0.00126167312846106,0.0988500763067404,-1.16799060243058
"4191_at",-0.0585421127627372,8.51245797951396,-3.24336904204529,0.00127176340359108,0.0993763344997071,-1.17503228429212
"51614_at",-0.0639625555673905,8.81136320545511,-3.23974474180953,0.00128764982987782,0.099942104598176,-1.18600514480943
"255239_at",0.06448211740659,5.15407791407823,3.23940118601516,0.00128916523947511,0.099942104598176,-1.1870446822357
"4773_at",-0.0928032851304138,8.00508253742629,-3.23935148187315,0.00128938461899876,0.099942104598176,-1.18719506925949
"10333_at",0.0850595200380102,8.667312893676,3.23798070400867,0.00129544847407624,0.099942104598176,-1.19134168986142
"3458_at",-0.127459544800468,3.87974326281622,-3.23533543231473,0.00130722498264052,0.099942104598176,-1.19933895207225
"9862_at",-0.0454563062125127,6.96655651461813,-3.23532179499685,0.00130728595077978,0.099942104598176,-1.19938016470134
"9818_at",0.0534155321076864,7.99855764649027,3.23435873539664,0.00131159815092836,0.099942104598176,-1.20229015919462
"708_at",-0.0645204028233859,7.96779977939666,-3.23388132589288,0.00131374068155342,0.099942104598176,-1.20373240100673
"692084_at",-0.198452675967779,11.8266241349438,-3.23312833536178,0.0013171265595422,0.099942104598176,-1.20600675442629
"10578_at",-0.1878575273423,10.6517040450614,-3.23300888723319,0.00131766440889978,0.099942104598176,-1.20636749256099
"26524_at",0.0531422247329678,6.55845617182697,3.23256258204536,0.00131967582562532,0.099942104598176,-1.2077152399383
"182_at",0.0661588660520577,5.23525569847846,3.23237218420949,0.00132053477903579,0.099942104598176,-1.20829014732124
"25864_at",-0.0751142853431558,7.53836015703922,-3.23180261642925,0.00132310739649305,0.099942104598176,-1.21000976827427
"23587_at",-0.0518420595067232,6.9292302786622,-3.23018428451933,0.00133044240613315,0.100239137704032,-1.21489421147749
"79944_at",-0.0896470380204015,4.07298134401107,-3.22904703094106,0.00133561945623029,0.100372483574204,-1.21832527352142
"552_at",0.130215830625162,4.25672573999776,3.22662822471976,0.00134669251452794,0.100947111413432,-1.22561892184426
"100506190_at",0.0730196426569933,7.00059120654823,3.22580386888604,0.0013504857098854,0.100974514029223,-1.22810348958344
"861_at",-0.0519181004939236,8.80925039073606,-3.21956491984405,0.00137951590565991,0.102711774038763,-1.24688778832866
"57182_at",0.0878599039372323,5.54004340590139,3.21931432132701,0.0013806939312044,0.102711774038763,-1.24764157033697
"105375207_at",0.0818654198809084,2.65580933877235,3.21397075102443,0.00140603586897274,0.104169535815613,-1.26370134952773
"80764_at",-0.051470485240668,7.00612119834019,-3.21299633269648,0.00141070319467267,0.104169535815613,-1.26662716801339
"102723724_at",0.164552457143199,3.42532098591831,3.2129557228934,0.00141089802065343,0.104169535815613,-1.26674908593025
"23150_at",0.094299412010563,6.07808926071871,3.20891083981899,0.0014304285853933,0.105347489242753,-1.27888520216616
"84516_at",-0.0843950223955203,8.22170266233984,-3.20760565201699,0.00143678380756995,0.105398152461442,-1.28279813348048
"106481464_at",-0.0530397036889842,2.17233848743105,-3.20701047879373,0.00143969048704016,0.105398152461442,-1.28458194984952
"5470_at",0.0746353357468189,3.57276340155411,3.20570062133834,0.00144610667500705,0.105398152461442,-1.28850666369959
"339175_at",-0.0839354824385366,6.0408921901647,-3.20488732212528,0.00145010382638516,0.105398152461442,-1.29094277657676
"28670_at",-0.115769478433495,6.69333193610695,-3.20484429139377,0.00145031559544266,0.105398152461442,-1.29107165213281
"348378_at",-0.0797191202823025,7.61386112144155,-3.20438387625962,0.00145258324788165,0.105398152461442,-1.29245047646329
"6967_at",-0.438078730157653,8.04864133066708,-3.20238392070323,0.00146247160626151,0.105591930595667,-1.2984376375221
"259197_at",-0.0696987552906398,6.91128153898776,-3.20113236430141,0.00146869129026806,0.105591930595667,-1.30218254526595
"90196_at",-0.0357150572512667,7.24653862528905,-3.20096242779069,0.00146953768336194,0.105591930595667,-1.3026909219147
"27240_at",-0.0765542448148409,7.54495994974532,-3.20095165604144,0.00146959134879743,0.105591930595667,-1.30272314547033
"26115_at",0.0747971525146709,6.73562254001495,3.19997765596674,0.00147445136671657,0.105683364506335,-1.30563642799164
"10400_at",-0.0493872552830255,7.3572170065398,-3.19222419054463,0.0015136725279861,0.108231259713453,-1.32879731703427
"7069_at",-0.0893526876621024,3.98776230903387,-3.19025083462645,0.00152380762361036,0.108692127806144,-1.33468351650668
"28745_at",-0.122518293825348,9.30212462996754,-3.18885962602833,0.00153099048493651,0.108940697332717,-1.3388311817605
"100616335_at",-0.0962859628427442,3.86301549718101,-3.1854735760242,0.00154860375021463,0.109662816121405,-1.34891894561724
"148268_at",-0.0715154375359296,5.04016250153383,-3.18487147554411,0.00155175524472008,0.109662816121405,-1.35071166208414
"80227_at",-0.0686109069564026,5.21400483120125,-3.18476629157602,0.00155230640288625,0.109662816121405,-1.35102480763804
"327_at",-0.0444055068109609,7.49685916758471,-3.1834522865935,0.00155920697819022,0.109744663615406,-1.35493593108375
"135114_at",0.0721380034712113,6.19241042370981,3.18312775251959,0.00156091564733545,0.109744663615406,-1.35590166692583
"100379345_at",-0.14136117177755,4.56502620228663,-3.18050436050772,0.0015747914349035,0.110456621144815,-1.3637048109387
"9874_at",0.0555993208495108,8.2301083940095,3.17888896624665,0.00158339226462984,0.110673002641237,-1.36850666850247
"254559_at",-0.0723991577593727,5.44247598079439,-3.17835290599427,0.00158625598144124,0.110673002641237,-1.37009962654064
"54958_at",-0.0702327582785197,8.10287615623285,-3.17755358571165,0.00159053496113496,0.110673002641237,-1.37247441338461
"2730_at",0.0843422405898456,5.64681679460323,3.17711193616395,0.00159290380256914,0.110673002641237,-1.37378631356231
"100874244_at",-0.058537083528425,2.24110576955249,-3.1730161509305,0.00161502781595303,0.111946128070965,-1.38594438218244
"105376244_at",0.0971212045025669,4.05089736095221,3.17142107264356,0.00162372039821346,0.112205181728998,-1.3906752234115
"1362_at",0.0894332824740891,8.97287202145683,3.17026931088159,0.00163002391169987,0.112205181728998,-1.39408982312641
"8301_at",0.0504603594081917,10.7804882610607,3.16977848431866,0.00163271703278022,0.112205181728998,-1.39554460534962
"51167_at",0.0754259861413198,8.23752266701052,3.16894042123585,0.00163732490862419,0.112205181728998,-1.39802808081848
"800_at",0.120434592615982,4.12007019903437,3.16885242400513,0.00163780943492546,0.112205181728998,-1.39828881123334
"4171_at",-0.0611688410537323,5.45505779091709,-3.16801653037671,0.00164241860069402,0.112259882964838,-1.40076516885452
"105370892_at",-0.0837102084084085,4.12044940339901,-3.16728358066906,0.00164646998013831,0.112276294316885,-1.40293603995144
"284996_at",0.0656166162532955,9.26314574283163,3.16528455630801,0.00165756653658182,0.112554162905579,-1.40885437309764
"79768_at",0.15007353954297,6.1832631116892,3.16461599194821,0.00166129310877549,0.112554162905579,-1.41083293722915
"865_at",-0.0619009136233883,8.82460109626605,-3.16330160197712,0.00166864206892278,0.112554162905579,-1.41472161041412
"916_at",-0.0952378056700754,9.79180818722623,-3.16319469329591,0.00166924112997171,0.112554162905579,-1.41503783613355
"55023_at",0.0599610216079125,8.07898975891449,3.16245806735509,0.00167337420145883,0.112554162905579,-1.41721642873527
"23568_at",-0.0499556737958798,7.9330860620287,-3.16227740777174,0.00167438929041039,0.112554162905579,-1.4177506608401
"149076_at",-0.0469469205585474,7.52161714198927,-3.16176176500443,0.00167728970825721,0.112554162905579,-1.41927531846494
"79947_at",-0.0454103454569002,7.69206690223939,-3.1601617278734,0.00168631924118393,0.11259600307816,-1.42400481525586
"101929495_at",0.0403965157173614,2.64017596547774,3.15953452049087,0.00168987100298816,0.11259600307816,-1.42585813414178
"9274_at",-0.0534085200008207,6.38088248079864,-3.15902737981597,0.00169274789612814,0.11259600307816,-1.42735641459116
"112487_at",-0.0775425422440161,5.13696891929933,-3.15894745272455,0.00169320171640669,0.11259600307816,-1.42759252775871
"107985072_at",0.235481315894173,3.2336454427944,3.15815843279944,0.00169768774481893,0.112640052420317,-1.42992307129607
"54469_at",0.0558216607027991,7.92436242043526,3.15720976982191,0.00170309595797703,0.112744952418079,-1.43272442078312
"55423_at",-0.120851373726054,9.48162999057242,-3.15617257985251,0.00170902704557894,0.112883918689932,-1.43578626739661
"112268305_at",-0.14956355209426,3.9332260249084,-3.15324781300694,0.0017258549102276,0.113161518021416,-1.4444151873283
"83743_at",-0.0488210279801066,6.76881888491465,-3.15316787666946,0.0017263169691359,0.113161518021416,-1.4446509158796
"23347_at",0.0756979749803969,10.6875319865625,3.15305469196464,0.0017269714100335,0.113161518021416,-1.44498468257779
"221302_at",-0.0996408388985341,4.44701736677803,-3.15260564000648,0.00172957011249741,0.113161518021416,-1.44630876473346
"150684_at",-0.0585136611669357,6.59893026205485,-3.15086398915001,0.00173968337072119,0.113161518021416,-1.45144252446158
"51390_at",0.0803636292943581,5.79631449564102,3.14967026598185,0.0017466464565664,0.113161518021416,-1.45495962812096
"57477_at",0.0807709498270779,4.16785249446372,3.14918719121617,0.00174947157275053,0.113161518021416,-1.45638256509388
"100506686_at",-0.0535495887642833,4.96755149460729,-3.14911458909877,0.00174989652843238,0.113161518021416,-1.4565964026889
"153684_at",-0.0823502575517239,7.68314001207086,-3.14886642618746,0.00175134979809511,0.113161518021416,-1.45732729022678
"5291_at",0.0641404095014033,7.39153277151994,3.14692392522532,0.00176276382806701,0.113161518021416,-1.463046431667
"4318_at",0.125503700585996,8.44515849839381,3.14633765251224,0.00176622219218169,0.113161518021416,-1.46477188367418
"649238_at",0.0678046464594904,4.83635590466968,3.14587367179282,0.00176896360367681,0.113161518021416,-1.46613720228083
"6175_at",-0.0935054408595507,8.861014828577,-3.14511092450505,0.00177347879685059,0.113161518021416,-1.46838125981455
"100506328_at",0.140935857698615,6.15432470740133,3.1449880401245,0.00177420722229489,0.113161518021416,-1.46874274598358
"11031_at",0.0639317092511689,11.051463330652,3.14433839172468,0.00177806275092275,0.113161518021416,-1.47065357795233
"10263_at",-0.0552330357063794,7.56004259105059,-3.14393804899409,0.00178044254922462,0.113161518021416,-1.4718309315481
"441864_at",0.227947210265294,5.24984388015378,3.14362136820818,0.00178232710804326,0.113161518021416,-1.47276214544245
"11119_at",-0.0830939366458688,8.87514037664293,-3.14332676386914,0.00178408194233772,0.113161518021416,-1.47362836223532
"5728_at",0.0763481117987047,8.97796755761678,3.14296903274901,0.00178621493872699,0.113161518021416,-1.47468008481918
"4121_at",0.0884863400173294,8.50623556598543,3.14189693451344,0.0017926214936303,0.113250183276913,-1.47783134911786
"91584_at",0.0558546179225524,5.17071585456672,3.14088515923702,0.00179868700677668,0.113250183276913,-1.4808043629981
"91368_at",-0.074586876217735,4.97322862663626,-3.14080847634514,0.00179914748544063,0.113250183276913,-1.48102965178852
"55332_at",0.0902605497607376,6.00850924925246,3.13941446970149,0.0018075374326337,0.113414469649955,-1.48512422785636
"1643_at",-0.0465028576932312,7.07283176659574,-3.13897725267146,0.00181017628396104,0.113414469649955,-1.4864080958038
"6993_at",0.0836398247604399,7.36061520355793,3.13752418828751,0.00181897189175216,0.113414469649955,-1.49067372788103
"10432_at",-0.0635615391924449,8.32772104915503,-3.13731933604934,0.00182021505654869,0.113414469649955,-1.49127494287098
"107984027_at",0.0528839002869141,2.6369057152365,3.13718891058323,0.00182100696372684,0.113414469649955,-1.4916577053394
"3101_at",0.0779071152627292,7.16509254838034,3.13604630483054,0.00182795814322384,0.113607212956184,-1.49501028640662
"10898_at",-0.0375629035323186,6.31932004079242,-3.132455084543,0.00184996536927365,0.114732904870384,-1.50553989319779
"55818_at",0.0579082167545772,7.54599080397909,3.13116996637421,0.00185789981692822,0.114948319499057,-1.50930511631532
"140609_at",0.0577918082816957,8.7142790753395,3.1306300457481,0.00186124268987576,0.114948319499057,-1.51088657123634
